"","ST","STATE","OCC_CODE","OCC_TITLE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90"
"493","ME","Maine","51-0000","Production Occupations","major",684,2.8,17.81,506,2.3,9.69,12.23,16.54,22.63,27.86,325,418,502,646,733
"494","ME","Maine","53-0000","Transportation and Material Moving Occupations","major",669,3.8,15.51,368,1.1,9.07,10.93,14.06,18.4,23.97,257,325,378,475,606
"495","MD","Maryland","11-0000","Management Occupations","major",258,1.1,57.54,77,0.5,26.54,37.4,52.5,70.37,NA,868,1011,61,156,56
"496","MD","Maryland","13-0000","Business and Financial Operations Occupations","major",326,1.4,37.05,1012,1.3,18.78,25.16,34.41,45.28,56.76,760,894,995,1110,160
"497","MD","Maryland","15-0000","Computer and Mathematical Occupations","major",157,1.7,44.35,1102,1,22.16,30.74,42.79,55.64,68.89,841,985,1090,111,252
"498","MD","Maryland","17-0000","Architecture and Engineering Occupations","major",932,2.1,43.27,1093,0.8,23.28,30.29,40.8,55.11,68.38,848,982,1079,104,248
"499","MD","Maryland","19-0000","Life, Physical, and Social Science Occupations","major",768,3,39.6,1052,5.2,19.34,25.23,36.1,50.58,65.75,782,898,1026,76,228
"500","MD","Maryland","21-0000","Community and Social Service Occupations","major",713,2.5,23.03,718,1.2,10.77,14.61,21.48,28.98,38.08,418,560,685,822,1007
"501","MD","Maryland","23-0000","Legal Occupations","major",482,2.1,43.03,1092,3.1,17.1,22.21,31.49,56.02,82.85,707,825,938,115,309
"502","MD","Maryland","25-0000","Education, Training, and Library Occupations","major",334,2.3,27.35,810,1.7,11.19,16.83,25.35,35.08,44.94,445,654,790,939,1089
"503","MD","Maryland","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",644,2.7,27.23,805,2.2,9.95,15.42,23.56,35.22,48.35,352,600,747,941,59
"504","MD","Maryland","29-0000","Healthcare Practitioners and Technical Occupations","major",284,3.2,39.67,1053,3.5,16.36,24.43,33.34,45.21,68.72,670,872,966,1107,250
"505","MD","Maryland","31-0000","Healthcare Support Occupations","major",1010,2.6,14.73,320,1,9.7,11.24,13.73,17.09,21.23,326,354,356,405,534
"506","MD","Maryland","33-0000","Protective Service Occupations","major",1030,2.3,22.06,688,3.6,9.51,13.6,20.13,28.32,36.9,309,501,645,805,985
"507","MD","Maryland","35-0000","Food Preparation and Serving Related Occupations","major",439,1.2,10.54,138,0.7,7.73,8.26,9.12,11.5,15.98,75,86,113,233,400
"508","MD","Maryland","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",1101,1.8,12.92,243,1,8.22,9.46,11.73,15.07,19.59,151,216,256,346,500
"509","MD","Maryland","39-0000","Personal Care and Service Occupations","major",1036,2.5,12.99,246,1,8,8.94,11.06,15.12,21.09,119,162,213,349,527
"510","MD","Maryland","41-0000","Sales and Related Occupations","major",523,1.1,18.07,514,1.3,8.03,8.92,12.05,21.12,34.95,124,159,270,592,935
"511","MD","Maryland","43-0000","Office and Administrative Support Occupations","major",757,1.1,18.2,517,0.6,9.36,12.64,16.98,22.47,28.22,294,452,33,642,746
"512","MD","Maryland","45-0000","Farming, Fishing, and Forestry Occupations","major",73,9,14.76,323,2.3,8.67,10.48,14.12,17.95,22.22,205,23,386,442,558
"513","MD","Maryland","47-0000","Construction and Extraction Occupations","major",114,1.9,21.69,673,0.9,11.48,15.01,19.63,26.97,35.96,465,584,624,772,962
"514","MD","Maryland","49-0000","Installation, Maintenance, and Repair Occupations","major",1173,1.9,22.51,706,0.9,11.44,15.76,21.52,28.41,34.97,461,612,688,808,936
"515","MD","Maryland","51-0000","Production Occupations","major",1093,2.3,17.82,507,1.1,8.9,11.29,16.28,22.35,28.9,238,355,492,637,771
"516","MD","Maryland","53-0000","Transportation and Material Moving Occupations","major",251,1.7,16.97,455,2.4,8.61,10.61,15.12,20.75,27.6,199,298,442,576,720
"517","MA","Massachusetts","11-0000","Management Occupations","major",468,0.9,58.97,78,0.5,26.29,36.33,51.45,73.51,NA,867,1009,59,160,56
"518","MA","Massachusetts","13-0000","Business and Financial Operations Occupations","major",393,1.7,38.37,1037,0.9,19.86,25.77,34.2,44.91,60.28,793,911,991,1103,195
"519","MA","Massachusetts","15-0000","Computer and Mathematical Occupations","major",232,1.9,44.23,1101,0.8,24.25,31.89,42.36,55.13,68.03,856,993,1088,105,244
"520","MA","Massachusetts","17-0000","Architecture and Engineering Occupations","major",1028,2.4,40.4,1061,0.9,22.14,28.86,37.97,50.17,63.56,839,965,1056,71,218
"521","MA","Massachusetts","19-0000","Life, Physical, and Social Science Occupations","major",850,2.4,37.17,1015,2.7,17.12,22.33,32.25,46.9,63.32,708,829,948,1131,216
"522","MA","Massachusetts","21-0000","Community and Social Service Occupations","major",1032,2.1,22.39,702,1.9,11.79,14.8,20.6,28.73,35.84,479,567,658,818,959
"523","MA","Massachusetts","23-0000","Legal Occupations","major",516,3.2,52.52,68,2.7,20.2,27.58,40.08,68.72,NA,803,952,1075,153,56
"524","MA","Massachusetts","25-0000","Education, Training, and Library Occupations","major",466,1.6,29.74,861,2.2,11.78,17.03,27.22,36.7,46.76,478,660,845,973,1119
"525","MA","Massachusetts","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",827,2.6,27.11,801,1.4,10.27,16.33,23.78,34.54,45.68,384,640,756,925,1104
"526","MA","Massachusetts","29-0000","Healthcare Practitioners and Technical Occupations","major",487,1.8,40.05,1058,1.7,17.13,24.46,34.34,47.03,67.67,709,873,993,1133,240
"527","MA","Massachusetts","31-0000","Healthcare Support Occupations","major",102,2.1,15.97,391,1.1,10.63,12.45,14.63,18.14,23.02,406,432,416,459,575
"528","MA","Massachusetts","33-0000","Protective Service Occupations","major",1057,2.2,23.71,744,3,10.38,14.17,23.33,31.34,36.67,392,535,738,863,981
"529","MA","Massachusetts","35-0000","Food Preparation and Serving Related Occupations","major",579,0.8,12.15,212,0.7,8.47,8.96,10.51,13.97,18.18,182,166,182,304,465
"530","MA","Massachusetts","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",98,1.2,15.44,362,0.9,9.36,11.32,14.57,18.37,22.67,293,358,412,473,570
"531","MA","Massachusetts","39-0000","Personal Care and Service Occupations","major",1172,2.5,14.27,302,1.1,8.87,10.06,12.54,16.43,22.37,233,254,293,384,562
"532","MA","Massachusetts","41-0000","Sales and Related Occupations","major",643,1,21.67,672,1.2,8.74,9.63,13.39,25.99,44.21,216,227,331,739,1081
"533","MA","Massachusetts","43-0000","Office and Administrative Support Occupations","major",855,0.8,19.3,569,0.4,10.37,13.73,18.19,23.6,28.97,391,509,564,681,773
"534","MA","Massachusetts","45-0000","Farming, Fishing, and Forestry Occupations","major",66,8.4,14.86,332,2.9,8.71,9.81,13.12,17.91,23.62,210,236,318,441,598
"535","MA","Massachusetts","47-0000","Construction and Extraction Occupations","major",1184,1.9,27.24,807,0.8,14.92,18.79,25.86,34.31,43.07,618,712,810,921,1060
"536","MA","Massachusetts","49-0000","Installation, Maintenance, and Repair Occupations","major",1167,1.7,24.47,760,0.7,13.4,17.43,23.25,30.49,37.55,554,671,734,853,996
"537","MA","Massachusetts","51-0000","Production Occupations","major",298,1.5,18.57,534,0.9,9.88,12.46,16.97,22.6,29.25,48,434,518,644,780
"538","MA","Massachusetts","53-0000","Transportation and Material Moving Occupations","major",293,1.8,17.06,462,0.9,9.12,11.03,15.38,21.13,27.78,262,337,19,593,728
"539","MI","Michigan","11-0000","Management Occupations","major",394,1.2,49.18,58,0.6,21.63,31.27,43.66,59.6,84.54,833,989,1093,133,314
"540","MI","Michigan","13-0000","Business and Financial Operations Occupations","major",352,1.8,31.53,901,0.6,16.62,21.64,29.12,37.86,48.62,685,811,899,993,2
"541","MI","Michigan","15-0000","Computer and Mathematical Occupations","major",1178,2.2,33.68,938,1,17.37,23.91,32.68,42.36,52.74,722,861,957,1059,103
"542","MI","Michigan","17-0000","Architecture and Engineering Occupations","major",190,2.4,35.84,994,1.7,19.16,26.01,35.09,44.53,54.57,774,918,1008,1095,125
"543","MI","Michigan","19-0000","Life, Physical, and Social Science Occupations","major",550,2,28.32,834,4.4,12.68,17.53,24.42,34.58,47.2,525,675,765,928,1124
"544","MI","Michigan","21-0000","Community and Social Service Occupations","major",918,1.6,21.61,668,1.2,10.92,14.98,20.83,27.26,33.53,430,580,665,779,897
"545","MI","Michigan","23-0000","Legal Occupations","major",479,2.7,43.61,1096,2.4,17.17,22.25,34.11,55.54,84.14,711,826,987,110,313
"546","MI","Michigan","25-0000","Education, Training, and Library Occupations","major",507,2.4,24.79,767,4.4,10.19,13.55,21.38,33.2,42.7,377,498,684,898,1055
"547","MI","Michigan","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",824,2.3,22.1,689,2,8.79,12.03,19.87,29.14,38.36,224,404,635,825,1012
"548","MI","Michigan","29-0000","Healthcare Practitioners and Technical Occupations","major",540,1,34.6,963,0.9,14.91,21.5,28.92,37.01,58.92,617,805,894,983,187
"549","MI","Michigan","31-0000","Healthcare Support Occupations","major",254,1.4,13.09,252,0.6,8.73,10.26,12.52,14.92,18.09,215,17,292,343,460
"550","MI","Michigan","33-0000","Protective Service Occupations","major",1058,1.7,20.41,625,1.3,8.99,11.61,19.99,27.15,33.02,248,377,639,776,885
"551","MI","Michigan","35-0000","Food Preparation and Serving Related Occupations","major",693,0.8,10.01,123,0.5,7.83,8.28,9.02,10.92,14.14,92,88,103,210,360
"552","MI","Michigan","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",196,1.9,12.29,216,0.9,8.13,9.01,11.03,14.42,18.25,138,172,211,324,468
"553","MI","Michigan","39-0000","Personal Care and Service Occupations","major",100,2.2,11.49,187,0.7,7.98,8.64,10,12.76,17.75,115,129,157,269,446
"554","MI","Michigan","41-0000","Sales and Related Occupations","major",772,0.9,17.37,485,0.8,8.18,9.05,11.9,20.02,33.8,146,176,264,542,907
"555","MI","Michigan","43-0000","Office and Administrative Support Occupations","major",972,0.9,16.14,403,0.3,9.09,11.36,15,19.64,25.49,260,361,435,527,645
"556","MI","Michigan","45-0000","Farming, Fishing, and Forestry Occupations","major",858,8.8,14.31,305,3.2,8.36,9.73,12.13,16.69,23.31,172,231,272,389,585
"557","MI","Michigan","47-0000","Construction and Extraction Occupations","major",158,1.5,22.53,707,0.8,12.06,15.87,21.27,28.13,34.45,493,619,681,802,925
"558","MI","Michigan","49-0000","Installation, Maintenance, and Repair Occupations","major",261,1.2,20.76,641,0.6,10.68,14.11,19.47,26.44,33.26,409,533,616,755,890
"559","MI","Michigan","51-0000","Production Occupations","major",771,1.4,17.5,496,0.9,9.41,11.7,16.03,21.73,28.41,297,383,480,609,751
"560","MI","Michigan","53-0000","Transportation and Material Moving Occupations","major",492,1.3,16.33,417,2.9,8.58,10.38,14.3,19.16,25.77,196,282,394,507,654
"561","MN","Minnesota","11-0000","Management Occupations","major",324,1.1,51.5,64,1,23.72,33.13,46.03,63.23,86.61,852,999,1106,141,317
"562","MN","Minnesota","13-0000","Business and Financial Operations Occupations","major",291,1.9,31.86,906,1,17.8,22.7,29.51,38.28,49.21,731,838,909,997,65
"563","MN","Minnesota","15-0000","Computer and Mathematical Occupations","major",1114,3.7,37.9,1026,0.9,20.86,27.59,36.47,46.54,56.79,824,953,1035,1125,161
"564","MN","Minnesota","17-0000","Architecture and Engineering Occupations","major",849,2.2,35.45,984,1,20.5,26.05,33.81,43.53,53.96,814,921,979,1081,118
"565","MN","Minnesota","19-0000","Life, Physical, and Social Science Occupations","major",485,3.1,31.9,908,3,16.78,21.68,28.83,38.16,51.57,693,812,893,996,93
"566","MN","Minnesota","21-0000","Community and Social Service Occupations","major",853,2.2,21.29,657,1.7,11.73,14.72,19.79,26.47,34.04,476,564,632,756,916
"567","MN","Minnesota","23-0000","Legal Occupations","major",361,3.2,46.5,1117,3.5,18.43,23.81,37.05,58.57,88.87,743,858,1048,130,319
"568","MN","Minnesota","25-0000","Education, Training, and Library Occupations","major",287,1.9,24.88,771,2.9,11.06,15.11,21.71,31.46,43.33,434,590,697,865,1066
"569","MN","Minnesota","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",715,2.7,23.45,729,1.8,9.44,14.26,21.25,29.69,39.07,300,543,680,835,1019
"570","MN","Minnesota","29-0000","Healthcare Practitioners and Technical Occupations","major",297,1.5,36.34,1000,1.3,16.5,21.94,30.94,41.37,60.5,677,815,930,1044,197
"571","MN","Minnesota","31-0000","Healthcare Support Occupations","major",1164,2.2,13.95,285,1.1,9.73,10.81,12.99,16.3,20.1,329,315,315,380,508
"572","MN","Minnesota","33-0000","Protective Service Occupations","major",797,3.2,21.42,662,2.9,9.87,12.57,18.74,28.17,35.57,344,443,594,803,951
"573","MN","Minnesota","35-0000","Food Preparation and Serving Related Occupations","major",472,1.1,10,122,0.7,7.7,8.19,9,10.97,14.3,70,81,101,212,362
"574","MN","Minnesota","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",1071,2.3,12.71,234,0.9,8.21,9.46,11.44,15.04,19.02,150,216,234,345,488
"575","MN","Minnesota","39-0000","Personal Care and Service Occupations","major",117,2.6,11.81,199,0.8,8.21,9.42,10.8,13.14,17.02,150,211,197,279,422
"576","MN","Minnesota","41-0000","Sales and Related Occupations","major",552,1,18.79,550,1.2,8.09,9.07,12.63,22.6,37.81,133,178,298,645,1002
"577","MN","Minnesota","43-0000","Office and Administrative Support Occupations","major",758,0.9,17.4,488,0.4,9.93,12.8,16.66,21.23,26.27,350,460,507,596,668
"578","MN","Minnesota","45-0000","Farming, Fishing, and Forestry Occupations","major",609,8.3,14.86,333,2.4,8.47,10.29,13.67,18.34,23.29,182,274,354,471,584
"579","MN","Minnesota","47-0000","Construction and Extraction Occupations","major",1118,1.8,24.85,770,1,13.9,17.52,23.97,31.85,36.57,575,674,757,870,978
"580","MN","Minnesota","49-0000","Installation, Maintenance, and Repair Occupations","major",1156,1.7,21.71,674,0.6,12.04,15.86,20.84,26.94,33.35,491,618,666,771,892
"581","MN","Minnesota","51-0000","Production Occupations","major",448,1.7,17.21,473,0.9,9.74,12.35,16.22,21.06,26.52,331,424,29,587,673
"582","MN","Minnesota","53-0000","Transportation and Material Moving Occupations","major",322,1.9,17.23,475,2,8.9,11.39,15.63,20.8,27.42,237,364,24,578,714
"583","MS","Mississippi","11-0000","Management Occupations","major",843,2.1,39.82,1055,1,17.32,23.73,34,47.34,69.27,718,857,985,1139,255
"584","MS","Mississippi","13-0000","Business and Financial Operations Occupations","major",546,2.3,26.52,791,0.8,13.81,17.82,24.22,33.05,42.51,572,684,760,892,1052
"585","MS","Mississippi","15-0000","Computer and Mathematical Occupations","major",82,2.7,29.09,850,1.5,15.39,20.01,27.73,36.03,45.42,637,761,863,962,1098
"586","MS","Mississippi","17-0000","Architecture and Engineering Occupations","major",241,3,31.5,900,1.8,14.41,20.59,29.56,39.66,51.14,593,776,910,1021,87
"587","MS","Mississippi","19-0000","Life, Physical, and Social Science Occupations","major",957,2.8,28.29,832,3.1,14.18,18.58,24.76,35.29,47.2,581,702,772,943,1124
"588","MS","Mississippi","21-0000","Community and Social Service Occupations","major",134,2.2,18.31,525,1.2,10.7,13.43,16.7,22.06,28.46,410,489,508,619,753
"589","MS","Mississippi","23-0000","Legal Occupations","major",857,8.2,34.21,947,5,11.43,16.17,23.26,42.72,71,460,629,735,1068,270
"590","MS","Mississippi","25-0000","Education, Training, and Library Occupations","major",1049,1.7,19.18,565,3.1,8.35,10.92,18.13,23.1,29.37,170,323,558,15,783
"591","MS","Mississippi","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",1022,3.4,19.01,558,2.1,8.7,11.56,16.5,22.24,30.86,207,375,497,628,827
"592","MS","Mississippi","29-0000","Healthcare Practitioners and Technical Occupations","major",1038,2.6,29.55,857,1.5,12.68,17.07,23.45,32.7,50.55,526,663,742,884,80
"593","MS","Mississippi","31-0000","Healthcare Support Occupations","major",668,2,11.02,166,1.2,7.97,8.77,10.19,11.66,15.21,2,143,166,239,379
"594","MS","Mississippi","33-0000","Protective Service Occupations","major",656,3.6,14.06,291,1.3,8.42,10.09,12.89,16.68,21.14,178,12,306,388,529
"595","MS","Mississippi","35-0000","Food Preparation and Serving Related Occupations","major",93,1,9.08,94,0.5,7.64,8.03,8.68,9.35,11.65,59,61,75,177,329
"596","MS","Mississippi","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",683,2.1,10.28,129,0.8,7.75,8.29,9.2,11.25,14.5,77,89,118,221,365
"597","MS","Mississippi","39-0000","Personal Care and Service Occupations","major",533,3.4,10.72,151,1.5,7.69,8.17,8.96,11.35,17.97,68,80,100,224,458
"598","MS","Mississippi","41-0000","Sales and Related Occupations","major",149,1.5,13.77,278,0.9,7.88,8.55,10.06,15.26,23.8,99,122,160,353,603
"599","MS","Mississippi","43-0000","Office and Administrative Support Occupations","major",319,0.9,14.38,307,0.4,8.52,10.18,13.1,17.17,22.32,188,264,316,408,561
"600","MS","Mississippi","45-0000","Farming, Fishing, and Forestry Occupations","major",736,6.9,14.41,308,3.2,8.09,9.23,13.95,17.79,21.94,133,195,370,435,551
"601","MS","Mississippi","47-0000","Construction and Extraction Occupations","major",884,3.2,17.08,464,1.5,9.92,12.2,15.82,20.67,26.52,348,417,471,571,672
"602","MS","Mississippi","49-0000","Installation, Maintenance, and Repair Occupations","major",880,1.8,18.47,531,1.2,9.59,12.16,16.71,23.23,30.45,318,414,509,661,816
"603","MS","Mississippi","51-0000","Production Occupations","major",110,2.3,15.18,350,2.1,8.58,10.31,13.6,18.19,24.52,20,276,344,463,619
"604","MS","Mississippi","53-0000","Transportation and Material Moving Occupations","major",1128,1.7,14.52,312,1.3,8.14,9.25,12.52,17.63,23.65,140,196,291,430,599
"605","MO","Missouri","11-0000","Management Occupations","major",234,1.2,45.67,1111,0.7,17.75,26.32,39.21,56.6,82.75,729,929,1064,120,308
"606","MO","Missouri","13-0000","Business and Financial Operations Occupations","major",202,1.6,30.33,873,0.9,14.95,19.83,27.25,36.91,48.27,622,752,847,981,57
"607","MO","Missouri","15-0000","Computer and Mathematical Occupations","major",1042,5,34.95,973,1.1,18.17,24.31,33.86,44.07,54.63,736,869,981,1089,126
"608","MO","Missouri","17-0000","Architecture and Engineering Occupations","major",672,2.5,34.92,971,2,19.21,25.19,33.37,43.49,54.3,776,895,968,1080,123
"609","MO","Missouri","19-0000","Life, Physical, and Social Science Occupations","major",300,5.1,29.26,854,1.5,14.89,19.19,25.86,36.17,47.41,616,730,809,963,1129
"610","MO","Missouri","21-0000","Community and Social Service Occupations","major",702,2.4,18.79,550,1,11.08,14.19,17.43,22.15,28.75,435,538,532,622,764
"611","MO","Missouri","23-0000","Legal Occupations","major",341,3.7,42.48,1087,3.3,15.57,22.4,32.81,55.97,79.99,647,831,960,114,301
"612","MO","Missouri","25-0000","Education, Training, and Library Occupations","major",289,1.8,22.38,701,2.8,9.52,13.44,19.49,27.81,37.65,311,490,619,797,998
